cand,model,source,params,exit,exclude_earnings,variant,window,start,end,trading_days,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,max_dd_days,calmar,exposure,avg_positions,n_trades,win_rate,avg_win,avg_loss,payoff,profit_factor,expectancy,avg_hold_days,best_trade,worst_trade,net_pnl,bench_total_return,bench_cagr,bench_max_drawdown,bench_sharpe,top10_share,median_trade,pnl_wo_top10,target_share,monthly
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증 전반,2025-09-18,2026-03-13,122,-0.19271717656866294,-0.3573792427394078,0.4212917158939369,-0.8502798686802342,-1.7713084195331903,-0.35479547373217657,121,-1.0072824181775826,0.9918032786885246,9.918032786885245,136,0.4117647058823529,0.2162356576570908,-0.1534232019518185,1.4094064972323945,0.8021013948159584,-0.001210730348149953,8.705882352941176,1.0440771266463202,-0.6571200248113795,-19271.71765686632,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,,-0.04355689613830533,-53790.1343833219,0.11764705882352941,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증 후반,2026-03-16,2026-09-17,129,0.36279997216149673,0.8306763687348766,0.5727533068549585,1.3292017103212128,3.266809442761765,-0.2426582832135572,65,3.423235167306529,0.9922480620155039,9.922480620155039,146,0.4589041095890411,0.49575284513001255,-0.18122963822925803,2.7354954188170826,1.2785886951010343,0.12944040550410588,8.506849315068493,18.368548078812395,-0.6173674323202605,36279.997216149655,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,2.1171283782570534,-0.018802405920708455,-40529.414453247664,0.1917808219178082,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,버퍼3%,학습,2023-11-01,2025-09-17,470,0.7551591784798262,0.35205772824424275,0.39707815237944527,0.9560083118733371,1.9423432206868527,-0.3204382204578463,173,1.0986758313075702,0.997872340425532,9.95531914893617,522,0.43486590038314177,0.24605172366137917,-0.1556178103537032,1.5811282982463835,1.1472324507591658,0.019054573212242604,8.78352490421456,3.35519039183755,-0.6452192395719387,75515.91784798261,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,1.7575029209505082,-0.026573723568474414,-57203.528348105436,0.16091954022988506,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,버퍼3%,검증,2025-09-18,2026-09-17,251,-0.19858191358396293,-0.19928842244071665,0.7326325845609454,-0.002576491746404106,-0.0072510919175943,-0.5125550746850875,250,-0.38881367541460576,0.9960159362549801,9.9601593625498,274,0.4051094890510949,0.356973320705067,-0.17045931711166892,2.0941848574414483,0.8944589436937929,0.04320864930314014,8.963503649635037,18.368548078812395,-0.8570432695359301,-19858.191358396307,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.04298575671843401,-82048.95188012022,0.12408759124087591,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,종가확인,학습,2023-11-01,2025-09-17,470,-0.4922253245325161,-0.3046722254495511,0.4128472625590203,-0.6751499595512468,-1.01005476982616,-0.6529443781100192,324,-0.4666128320630318,0.997872340425532,9.953191489361702,507,0.4161735700197239,0.19905300503129225,-0.16288870845079703,1.2220184377692405,0.861878102279482,-0.01225813341189993,9.080867850098619,1.346896503496504,-0.7682081522243228,-49222.53245325172,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.03225968441389274,-113089.05365096242,0.126232741617357,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,종가확인,검증,2025-09-18,2026-09-17,251,-0.5290441539804427,-0.5304548873761753,0.4144942622303075,-1.6230491241666558,-2.9615460601754773,-0.5514946255749058,250,-0.961849604287988,0.9960159362549801,9.95617529880478,266,0.39097744360902253,0.17084081838639836,-0.16104233106342353,1.06084417220163,0.692037211380339,-0.03128350571462096,9.270676691729323,0.41777478866673523,-0.6173674323202606,-52904.41539804424,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.044133402247746034,-82375.36584538885,0.08646616541353383,
9,multiday_runner_day2,두 기간 + (검증 기대값 상위),"{""day1_ret"": 0.5, ""day1_rvol"": 5}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 3}",False,기본,학습,2023-11-01,2025-09-17,470,-0.2281000222025753,-0.12961064139577538,0.6853242682496857,0.12134283029313987,0.2006423634783023,-0.5854521910512753,226,-0.22138552622552876,0.8680851063829788,2.478723404255319,390,0.37435897435897436,0.3167800664482584,-0.18640591324045286,1.6994099647452192,0.9505872337337592,0.001966274027628781,2.976923076923077,3.0551984134572896,-0.6407019484535851,-22810.002220257506,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.06238023333826995,-183532.25050957338,0.0,
9,multiday_runner_day2,두 기간 + (검증 기대값 상위),"{""day1_ret"": 0.5, ""day1_rvol"": 5}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 3}",False,기본,검증,2025-09-18,2026-09-17,251,1.151668426134433,1.1582469965396145,1.153660543937557,1.1733558696830082,2.3964083085415226,-0.5818014007429466,77,1.9907944447376038,0.9123505976095617,2.9721115537848606,250,0.412,0.4348925506778804,-0.226076646235637,1.9236509295373971,1.1673737811449287,0.04624266289273217,2.976,3.7209108630996046,-0.9742422398448456,115166.84261344316,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,3.500648404787608,-0.0581356580124113,-287991.78126573213,0.0,25-09:-4% 25-10:-14% 25-11:+7% 25-12:+5% 26-01:+25% 26-02:-1% 26-03:+4% 26-04:+19% 26-05:+66% 26-06:+63% 26-07:-21% 26-08:-26% 26-09:-5%
9,multiday_runner_day2,두 기간 + (검증 기대값 상위),"{""day1_ret"": 0.5, ""day1_rvol"": 5}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 3}",False,기본,검증 전반,2025-09-18,2026-03-13,122,0.2589459252460964,0.6090590936555353,0.6156253024638387,1.0728277027561937,1.933242474392398,-0.2224109008755244,77,2.738440837467784,0.8442622950819673,2.1557377049180326,88,0.5113636363636364,0.2441615799750625,-0.1887136042248173,1.293820766012127,1.3090360983013007,0.032643024059212135,2.977272727272727,0.9618486158050277,-0.6798073062622383,25894.592524609656,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,2.2422835377070993,0.003022124570415177,-32168.42600895589,0.0,
9,multiday_runner_day2,두 기간 + (검증 기대값 상위),"{""day1_ret"": 0.5, ""day1_rvol"": 5}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 3}",False,기본,검증 후반,2026-03-16,2026-09-17,129,0.7190950866881027,1.8817454544533039,1.4991503678232805,1.35473929309887,2.9838454440374846,-0.5814374129873903,41,3.2363680293378603,0.9689922480620154,3.7364341085271318,162,0.35802469135802467,0.5828734762231702,-0.2402900178136652,2.425708240094951,1.1483000040511055,0.05442283807606598,2.962962962962963,3.7209108630996046,-0.9742422398448458,71909.50866881025,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,4.5005811677616805,-0.09097111575612296,-251725.07182903268,0.0,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,학습,2023-11-01,2025-09-17,470,0.41995093274686535,0.2068253597153038,0.3865274294549329,0.6762497667880151,1.1909634987967754,-0.5204433688255171,286,0.3974022383685009,0.9808510638297873,6.870212765957447,610,0.6327868852459017,0.14602438933003825,-0.24078073758896737,0.6064620899173171,1.069830653984233,0.003984473871255844,4.680327868852459,1.6212056175796232,-0.6597800514205151,41995.093274686384,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,1.7735489772515667,0.1388893749999999,-32485.26145221779,0.5983606557377049,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증,2025-09-18,2026-09-17,251,1.6354439958639944,1.6456384887514082,1.148750463102134,1.2635804472336272,4.943258334736052,-0.3241030273985118,37,5.077516559967081,0.9960159362549801,8.816733067729084,439,0.6378132118451025,0.2058955672337984,-0.2884691016470285,0.7137525858340722,1.1709350792707418,0.026843215634592306,4.403189066059226,10.02347760785231,-0.9343329302298387,163544.39958639976,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,1.8621900096718074,0.13888937499999987,-141006.34746116796,0.6173120728929385,25-09:+2% 25-10:+1% 25-11:+20% 25-12:-1% 26-01:+151% 26-02:+9% 26-03:+2% 26-04:-4% 26-05:+7% 26-06:+2% 26-07:-1% 26-08:-22% 26-09:-5%
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증 전반,2025-09-18,2026-03-13,122,2.220539607010991,10.19860910432872,1.5662735621314527,2.09946585684882,12.381573842206972,-0.28335815768072814,18,35.99193751047722,0.9918032786885246,8.827868852459016,222,0.6261261261261262,0.2646645326771335,-0.2461595793158687,1.0751746221402154,1.6978234369032947,0.07368074305812819,4.193693693693693,10.02347760785231,-0.8635604107253474,222053.96070109933,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,1.1517835290733822,0.13888937499999987,-33704.13379993496,0.6171171171171171,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증 후반,2026-03-16,2026-09-17,129,-0.2651226296712499,-0.452161799642546,0.523660435614563,-0.8972695489987824,-1.3734456172217449,-0.33545927876747617,72,-1.3478887849036434,0.9922480620155039,8.5968992248062,218,0.6376146788990825,0.14805770887296402,-0.3103232571436267,0.4771080009786008,0.8731372284599979,-0.018052824683506937,4.440366972477064,1.4374375537147608,-0.9343329302298385,-26512.262967125043,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,,0.13888937499999987,-55930.52829478687,0.6055045871559633,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,버퍼3%,학습,2023-11-01,2025-09-17,470,-0.5249489683210792,-0.32906915333320674,0.41527947625841327,-0.7587556170234334,-1.2900149799964797,-0.7573603560256466,286,-0.4344948223327172,0.9787234042553191,7.334042553191489,582,0.5807560137457045,0.1466206137887149,-0.24169328052447553,0.6066391811578191,0.8835131346598882,-0.016177651181076277,5.379725085910653,1.6212056175796232,-0.6798536222208053,-52494.896832108134,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,0.13888937499999982,-104382.41808685893,0.5257731958762887,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,버퍼3%,검증,2025-09-18,2026-09-17,251,0.09921309312656312,0.09962743244169459,1.164672155351592,0.5042965543219494,1.8864448092276813,-0.5688748101957618,151,0.17513068017093372,0.9960159362549801,8.92430278884462,402,0.5895522388059702,0.21774356134443465,-0.2915759881873943,0.7467815257972892,1.0156033567297198,0.008694492506743708,5.0,10.02347760785231,-0.9343329302298387,9921.309312656507,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,21.41063969423061,0.13888937499999984,-202500.26967564464,0.5497512437810945,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,종가확인,학습,2023-11-01,2025-09-17,470,-0.9605444377044946,-0.8232843327973339,0.4351267163652843,-3.7585722113364617,-5.272014327653368,-0.9616137926488529,465,-0.856148631697058,0.9808510638297873,7.712765957446808,532,0.4981203007518797,0.1302371878409953,-0.25017181285352963,0.5205909744805921,0.629343946101205,-0.06068236701885084,6.360902255639098,0.14347787500000006,-0.7232235471753671,-96054.44377044946,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.0027760535969322676,-110132.19181903782,0.43609022556390975,
10,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,종가확인,검증,2025-09-18,2026-09-17,251,-0.9696520428848139,-0.9700716917203969,0.568054764192383,-5.877997447327658,-9.24077125756803,-0.9696520428848139,250,-1.0004327829128628,0.9960159362549801,9.187250996015937,336,0.4523809523809524,0.14923274827690136,-0.30431051067718295,0.4903962993089307,0.37873417605140286,-0.0991361792455734,6.425595238095238,2.3457079014033724,-0.9564911048298265,-96965.20428848134,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.06226419538531991,-112120.80888468065,0.4107142857142857,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,기본,학습,2023-11-01,2025-09-17,470,0.11841578337887992,0.0618413533434079,0.3626140949483825,0.34489551349624514,0.5535028551293717,-0.6136673910220924,286,0.10077340632424377,0.9808510638297873,6.353191489361702,567,0.6313932980599647,0.14478293330025394,-0.2455813971076514,0.5895517128147449,1.0244476097219148,0.0008920249135657244,4.650793650793651,1.6212056175796232,-0.6597800514205151,11841.57833788763,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,3.918853835136045,0.1388893749999999,-34563.83634560712,0.599647266313933,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,기본,검증,2025-09-18,2026-09-17,251,1.5518218930265832,1.5613638563056238,1.1497307930306029,1.2345807312531225,4.854703891638152,-0.25802886849828455,61,6.051120812150537,0.9960159362549801,8.50996015936255,434,0.6405529953917051,0.21043727984446378,-0.28981988538990755,0.7260967602735512,1.1720852479669148,0.03062134026713214,4.276497695852535,10.02347760785231,-0.9343329302298387,155182.18930265892,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,1.908399291163826,0.1388893749999999,-140967.39076378598,0.6290322580645161,25-09:+2% 25-10:-2% 25-11:+22% 25-12:+1% 26-01:+151% 26-02:+3% 26-03:-4% 26-04:-4% 26-05:+5% 26-06:+4% 26-07:-2% 26-08:-15% 26-09:-4%
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,기본,검증 전반,2025-09-18,2026-03-13,122,2.1075960988773637,9.402537037640412,1.5704687766907974,2.0494231204541054,12.417807305609974,-0.2536585914094325,18,37.067686079134994,0.9918032786885246,8.581967213114755,214,0.6214953271028038,0.27120120780640805,-0.24398304348068042,1.1115576063706365,1.6764485692806304,0.07620156129120165,4.233644859813084,10.02347760785231,-0.8635604107253477,210759.60988773662,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,1.2067527080221319,0.13888937499999987,-43575.1200859776,0.616822429906542,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,기본,검증 후반,2026-03-16,2026-09-17,129,-0.20531331489834648,-0.3616866574626302,0.5035786204513799,-0.6483551137399904,-0.991649679771228,-0.2708696689599043,121,-1.3352792833965075,0.9922480620155039,8.248062015503876,218,0.6422018348623854,0.15516850559649045,-0.31277767754069974,0.4960984006804622,0.8975158014562279,-0.01226178011314642,4.224770642201835,1.4374375537147608,-0.9343329302298389,-20531.33148983463,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,,0.13888937499999987,-50147.45276638823,0.6238532110091743,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,버퍼3%,학습,2023-11-01,2025-09-17,470,-0.6081944526701284,-0.39491474966417783,0.39028736417335547,-1.0950235878331271,-1.7105115329924314,-0.8089124234815349,286,-0.4882045796311009,0.9787234042553191,6.8446808510638295,546,0.5732600732600732,0.1457648017422444,-0.24263003480040332,0.6007698175625951,0.8388455262646103,-0.019978782350130918,5.346153846153846,1.6212056175796234,-0.6798536222208054,-60819.44526701275,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,0.13888937499999984,-94743.38736137573,0.5274725274725275,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,버퍼3%,검증,2025-09-18,2026-09-17,251,0.27014854211428263,0.27135922041138727,1.1683252428801942,0.6288476266650254,2.3929969824776784,-0.49927808797441087,151,0.5435031637625063,0.9960159362549801,8.713147410358566,404,0.599009900990099,0.2207203787227851,-0.28904440282822075,0.7636210096549053,1.0431670072181216,0.0163097484968867,4.824257425742574,10.02347760785231,-0.9343329302298387,27014.85421142826,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,7.868491867109763,0.13888937499999987,-185551.30644235134,0.5717821782178217,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,종가확인,학습,2023-11-01,2025-09-17,470,-0.9520064264360337,-0.8037138503908067,0.43989908460618876,-3.4752899405540227,-4.8030988698803005,-0.9571573413792558,465,-0.83968833089935,0.9808510638297873,7.274468085106383,502,0.4940239043824701,0.13272890033279613,-0.24914512008379527,0.532737307028752,0.5875222609515633,-0.060490225535359675,6.3585657370517925,0.7274968657797494,-0.6798536222208054,-95200.64264360348,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.007097841655151714,-108508.24187344797,0.4342629482071713,
11,big_candle_maxvol,두 기간 승률 ≥ 50%,"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,종가확인,검증,2025-09-18,2026-09-17,251,-0.973347651425475,-0.9737297918195926,0.5772095903058599,-5.997920981150641,-9.603725806464409,-0.9746764675046496,250,-0.9990287282840832,0.9960159362549801,9.0597609561753,332,0.4427710843373494,0.15038512088707273,-0.3045310859694846,0.49382518834921835,0.3589419587645314,-0.10310734377697277,6.412650602409639,2.3457079014033724,-0.9343329302298388,-97334.76514254746,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.07962779316048033,-111951.63231289532,0.40963855421686746,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,학습,2023-11-01,2025-09-17,470,1.086899857715323,0.4835672782788403,0.39320034343218707,1.1957203512438528,2.2822127164816712,-0.2754087278287203,164,1.7558168257455373,0.9957446808510638,9.646808510638298,746,0.6032171581769437,0.14212099479480103,-0.19774102988755654,0.7187228410594236,1.1763886758634905,0.007269574813597493,5.540214477211796,2.135717138048414,-0.736577466803137,108689.98577153237,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,0.8943398962491241,0.1388893749999998,11484.195173301327,0.5241286863270778,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증,2025-09-18,2026-09-17,251,1.7836325774157324,1.7950093991334604,1.0846455276152323,1.3095903300038785,7.113083291697191,-0.23081667168343278,73,7.776775334475547,0.9960159362549801,9.776892430278885,425,0.611764705882353,0.17818893452113385,-0.21277669117237757,0.8374457443591741,1.3227976728234683,0.026402279840123555,5.207058823529412,10.02347760785231,-0.9194738152470284,178363.25774157344,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,1.022404204373703,0.13888937499999982,-3996.08687920167,0.5435294117647059,25-09:+3% 25-10:-4% 25-11:-2% 25-12:-2% 26-01:+149% 26-02:+3% 26-03:+13% 26-04:+2% 26-05:+10% 26-06:+0% 26-07:-10% 26-08:+5% 26-09:-5%
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증 전반,2025-09-18,2026-03-13,122,1.4970286887670774,5.620756622344314,1.514101455693009,1.7440829658608232,14.4091092846481,-0.23081667168343278,51,24.35160589289336,0.9918032786885246,9.704918032786885,205,0.6,0.22966759230245737,-0.19916684106747,1.1531417131060229,1.742052697618325,0.05813381895448644,5.2,10.02347760785231,-0.9194738152470284,149702.86887670774,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,1.1524743407786422,0.13888937499999982,-22825.846244647517,0.5317073170731708,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,기본,검증 후반,2026-03-16,2026-09-17,129,-0.1609106594050268,-0.2901604183421125,0.38901456246521976,-0.6935971905260618,-1.076718566023518,-0.24259556092955148,73,-1.196066478835421,0.9922480620155039,9.643410852713178,215,0.5906976744186047,0.13060126437139338,-0.2163846563226633,0.6035606525475934,0.8902782218752524,-0.01142087991268562,5.213953488372093,0.19756707897931916,-0.8077369505494505,-16091.065940502793,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,,0.1388893749999998,-31573.294810935688,0.5255813953488372,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,버퍼3%,학습,2023-11-01,2025-09-17,470,-0.21270845885354706,-0.12034779701523501,0.42474608614909776,-0.09708910929308688,-0.17530723825338498,-0.5693300464379727,227,-0.21138493878584827,0.9957446808510638,9.65531914893617,679,0.5670103092783505,0.14456498538858092,-0.2019527275335392,0.7158357658951269,0.9502146246841536,-0.005473611959141219,6.215022091310751,2.135717138048414,-0.7929207319423967,-21270.845885354673,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,0.054064718113079106,-87199.54781761148,0.4536082474226804,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,버퍼3%,검증,2025-09-18,2026-09-17,251,0.645403319322982,0.6486710500854997,1.0749576302121404,0.8235398604866072,4.0277473610261,-0.3364471475949028,86,1.9280028222041232,0.9960159362549801,9.824701195219124,384,0.5546875,0.18778886250046134,-0.2045301687107837,0.9181474971841663,1.142564157750289,0.013084293914203786,5.9375,10.023477607852309,-0.9194738152470284,64540.33193229824,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,2.5055919385875085,0.052511395358564486,-97171.40347103003,0.4583333333333333,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,종가확인,학습,2023-11-01,2025-09-17,470,-0.9406431221391705,-0.7800258179508239,0.40870348076913754,-3.4950845630629224,-4.780494982657975,-0.9498996332343206,426,-0.8211665639820367,0.9957446808510638,9.708510638297872,616,0.5,0.12106690907946108,-0.21806658318796301,0.5551832257357248,0.5858246075681686,-0.04849983705425098,7.00487012987013,0.3899424669986279,-0.7929207319423965,-94064.31221391702,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.0003971007365251341,-109319.77851135805,0.38636363636363635,
12,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",False,종가확인,검증,2025-09-18,2026-09-17,251,-0.9199489305260383,-0.9207502167295861,0.43375731328465267,-5.620851695170182,-8.5219692117435,-0.921308937104977,250,-0.9993935580640881,0.9960159362549801,9.832669322709163,334,0.437125748502994,0.12648934946183887,-0.23710325648963873,0.5334779088846735,0.4660547853512896,-0.07816756646294494,7.020958083832335,0.44359140890064647,-0.9194738152470284,-91994.89305260383,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.038456065600532593,-105604.94099973561,0.3383233532934132,
13,warrior_scanner,두 기간 승률 ≥ 50%,"{""min_ret"": 0.1, ""min_rvol"": 5, ""min_close_pos"": 0.5}","{""stop_pct"": null, ""target_pct"": 0.15, ""max_hold_days"": 10}",True,기본,학습,2023-11-01,2025-09-17,470,0.8215716993737341,0.37925171345942066,0.36977341475261916,1.0521144759939933,1.915165443856132,-0.3312077556856975,164,1.1450568621929098,0.9936170212765958,9.372340425531915,729,0.5994513031550068,0.14636389294818725,-0.2062012186155348,0.7098109988432457,1.131658156685615,0.00514439695832877,5.497942386831276,2.135717138048414,-0.736577466803137,82157.16993737331,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,1.4018826698739404,0.13888937499999982,-33017.54280371859,0.5308641975308642,
