stop_pct,target_pct,max_hold_days,train_n_trades,train_win_rate,train_total_return,train_max_drawdown,train_profit_factor,train_expectancy,train_sharpe,test_n_trades,test_win_rate,test_total_return,test_max_drawdown,test_profit_factor,test_expectancy,test_sharpe
0.05,,1,2285,0.24113785557986872,-0.8561533835177487,-0.8684528279488591,0.7995425586190557,-0.007521116345763842,-1.8544925902366243,1783,0.20302860347728546,-0.9148068749549122,-0.9372581038920449,0.6655355629323435,-0.012771342787175064,-3.3088081159550953
0.05,,3,2285,0.24113785557986872,-0.8561533835177487,-0.8684528279488591,0.7995425586190557,-0.007521116345763842,-1.8544925902366243,1783,0.20302860347728546,-0.9148068749549122,-0.9372581038920449,0.6655355629323435,-0.012771342787175064,-3.3088081159550953
0.05,,5,2285,0.24113785557986872,-0.8561533835177487,-0.8684528279488591,0.7995425586190557,-0.007521116345763842,-1.8544925902366243,1783,0.20302860347728546,-0.9148068749549122,-0.9372581038920449,0.6655355629323435,-0.012771342787175064,-3.3088081159550953
0.05,,10,2285,0.24113785557986872,-0.8561533835177487,-0.8684528279488591,0.7995425586190557,-0.007521116345763842,-1.8544925902366243,1783,0.20302860347728546,-0.9148068749549122,-0.9372581038920449,0.6655355629323435,-0.012771342787175064,-3.3088081159550953
0.05,0.2,1,2285,0.24463894967177244,-0.9698164378615164,-0.9715788178318006,0.658287339280992,-0.014993672817500593,-6.219036348337032,1783,0.2058328659562535,-0.9803340824166279,-0.9803340824166279,0.532265973136923,-0.021845660015256726,-11.31086224567665
0.05,0.2,3,2285,0.24463894967177244,-0.9698164378615164,-0.9715788178318006,0.658287339280992,-0.014993672817500593,-6.219036348337032,1783,0.2058328659562535,-0.9803340824166279,-0.9803340824166279,0.532265973136923,-0.021845660015256726,-11.31086224567665
0.05,0.2,5,2285,0.24463894967177244,-0.9698164378615164,-0.9715788178318006,0.658287339280992,-0.014993672817500593,-6.219036348337032,1783,0.2058328659562535,-0.9803340824166279,-0.9803340824166279,0.532265973136923,-0.021845660015256726,-11.31086224567665
0.05,0.2,10,2285,0.24463894967177244,-0.9698164378615164,-0.9715788178318006,0.658287339280992,-0.014993672817500593,-6.219036348337032,1783,0.2058328659562535,-0.9803340824166279,-0.9803340824166279,0.532265973136923,-0.021845660015256726,-11.31086224567665
0.05,0.5,1,2285,0.24157549234135667,-0.8860492982487913,-0.8954607871668007,0.787352469891992,-0.00888698393553892,-2.8587520125317645,1783,0.2041503084688727,-0.9436579926679819,-0.9444938776199956,0.6624028642462909,-0.015668014468051123,-5.849478360097693
0.05,0.5,3,2285,0.24157549234135667,-0.8860492982487913,-0.8954607871668007,0.787352469891992,-0.00888698393553892,-2.8587520125317645,1783,0.2041503084688727,-0.9436579926679819,-0.9444938776199956,0.6624028642462909,-0.015668014468051123,-5.849478360097693
0.05,0.5,5,2285,0.24157549234135667,-0.8860492982487913,-0.8954607871668007,0.787352469891992,-0.00888698393553892,-2.8587520125317645,1783,0.2041503084688727,-0.9436579926679819,-0.9444938776199956,0.6624028642462909,-0.015668014468051123,-5.849478360097693
0.05,0.5,10,2285,0.24157549234135667,-0.8860492982487913,-0.8954607871668007,0.787352469891992,-0.00888698393553892,-2.8587520125317645,1783,0.2041503084688727,-0.9436579926679819,-0.9444938776199956,0.6624028642462909,-0.015668014468051123,-5.849478360097693
0.1,,1,2285,0.35667396061269147,-0.6912687317774542,-0.7434480444268285,0.9050392310224772,-0.003531208401155432,-0.6873782156518431,1783,0.31800336511497473,-0.9328542651340297,-0.9524444484560398,0.7612479343193089,-0.013707429166983037,-3.0543306882486947
0.1,,3,2285,0.35667396061269147,-0.6912687317774542,-0.7434480444268285,0.9050392310224772,-0.003531208401155432,-0.6873782156518431,1783,0.31800336511497473,-0.9328542651340297,-0.9524444484560398,0.7612479343193089,-0.013707429166983037,-3.0543306882486947
0.1,,5,2285,0.35667396061269147,-0.6912687317774542,-0.7434480444268285,0.9050392310224772,-0.003531208401155432,-0.6873782156518431,1783,0.31800336511497473,-0.9328542651340297,-0.9524444484560398,0.7612479343193089,-0.013707429166983037,-3.0543306882486947
0.1,,10,2285,0.35667396061269147,-0.6912687317774542,-0.7434480444268285,0.9050392310224772,-0.003531208401155432,-0.6873782156518431,1783,0.31800336511497473,-0.9328542651340297,-0.9524444484560398,0.7612479343193089,-0.013707429166983037,-3.0543306882486947
0.1,0.2,1,2285,0.36586433260393875,-0.9693966488820236,-0.9719699535043981,0.7567309202511212,-0.0145691121514294,-4.307928107639508,1783,0.3320246775098149,-0.9866787980896073,-0.9866787980896073,0.6495846760482794,-0.023650454204572444,-8.5645282198264
0.1,0.2,3,2285,0.36586433260393875,-0.9693966488820236,-0.9719699535043981,0.7567309202511212,-0.0145691121514294,-4.307928107639508,1783,0.3320246775098149,-0.9866787980896073,-0.9866787980896073,0.6495846760482794,-0.023650454204572444,-8.5645282198264
0.1,0.2,5,2285,0.36586433260393875,-0.9693966488820236,-0.9719699535043981,0.7567309202511212,-0.0145691121514294,-4.307928107639508,1783,0.3320246775098149,-0.9866787980896073,-0.9866787980896073,0.6495846760482794,-0.023650454204572444,-8.5645282198264
0.1,0.2,10,2285,0.36586433260393875,-0.9693966488820236,-0.9719699535043981,0.7567309202511212,-0.0145691121514294,-4.307928107639508,1783,0.3320246775098149,-0.9866787980896073,-0.9866787980896073,0.6495846760482794,-0.023650454204572444,-8.5645282198264
0.1,0.5,1,2285,0.3571115973741794,-0.7980834925209738,-0.8250965002282196,0.8792964789354247,-0.005911268500078668,-1.4363846791594204,1783,0.32080762759394277,-0.938639666105527,-0.9451121628467077,0.7674650513272361,-0.014831453942622136,-4.2581669844394465
0.1,0.5,3,2285,0.3571115973741794,-0.7980834925209738,-0.8250965002282196,0.8792964789354247,-0.005911268500078668,-1.4363846791594204,1783,0.32080762759394277,-0.938639666105527,-0.9451121628467077,0.7674650513272361,-0.014831453942622136,-4.2581669844394465
0.1,0.5,5,2285,0.3571115973741794,-0.7980834925209738,-0.8250965002282196,0.8792964789354247,-0.005911268500078668,-1.4363846791594204,1783,0.32080762759394277,-0.938639666105527,-0.9451121628467077,0.7674650513272361,-0.014831453942622136,-4.2581669844394465
0.1,0.5,10,2285,0.3571115973741794,-0.7980834925209738,-0.8250965002282196,0.8792964789354247,-0.005911268500078668,-1.4363846791594204,1783,0.32080762759394277,-0.938639666105527,-0.9451121628467077,0.7674650513272361,-0.014831453942622136,-4.2581669844394465
0.2,,1,2285,0.3964989059080963,-0.8713485396442433,-0.884861678521465,0.8484195113934383,-0.007015953501743304,-1.2298055462936743,1783,0.36848008973639934,-0.9605539389599745,-0.9656613331580212,0.7355015522464061,-0.01572660014175044,-2.8791850967410024
0.2,,3,2285,0.3964989059080963,-0.8713485396442433,-0.884861678521465,0.8484195113934383,-0.007015953501743304,-1.2298055462936743,1783,0.36848008973639934,-0.9605539389599745,-0.9656613331580212,0.7355015522464061,-0.01572660014175044,-2.8791850967410024
0.2,,5,2285,0.3964989059080963,-0.8713485396442433,-0.884861678521465,0.8484195113934383,-0.007015953501743304,-1.2298055462936743,1783,0.36848008973639934,-0.9605539389599745,-0.9656613331580212,0.7355015522464061,-0.01572660014175044,-2.8791850967410024
0.2,,10,2285,0.3964989059080963,-0.8713485396442433,-0.884861678521465,0.8484195113934383,-0.007015953501743304,-1.2298055462936743,1783,0.36848008973639934,-0.9605539389599745,-0.9656613331580212,0.7355015522464061,-0.01572660014175044,-2.8791850967410024
0.2,0.2,1,2285,0.41838074398249453,-0.972656948420572,-0.9747350662440989,0.7573469679349994,-0.01472931827512371,-3.5779504552952686,1783,0.3998878295008413,-0.9865100050060004,-0.9865100050060004,0.6770518427487439,-0.022959070442476137,-6.478846540352004
0.2,0.2,3,2285,0.41838074398249453,-0.972656948420572,-0.9747350662440989,0.7573469679349994,-0.01472931827512371,-3.5779504552952686,1783,0.3998878295008413,-0.9865100050060004,-0.9865100050060004,0.6770518427487439,-0.022959070442476137,-6.478846540352004
0.2,0.2,5,2285,0.41838074398249453,-0.972656948420572,-0.9747350662440989,0.7573469679349994,-0.01472931827512371,-3.5779504552952686,1783,0.3998878295008413,-0.9865100050060004,-0.9865100050060004,0.6770518427487439,-0.022959070442476137,-6.478846540352004
0.2,0.2,10,2285,0.41838074398249453,-0.972656948420572,-0.9747350662440989,0.7573469679349994,-0.01472931827512371,-3.5779504552952686,1783,0.3998878295008413,-0.9865100050060004,-0.9865100050060004,0.6770518427487439,-0.022959070442476137,-6.478846540352004
0.2,0.5,1,2285,0.3973741794310722,-0.9025609495581495,-0.9148610805070132,0.8334353821533598,-0.008795180275661065,-1.8560478764050568,1783,0.3757711721817162,-0.9425911501343758,-0.9448267414178352,0.7621598305316355,-0.014435147725508236,-3.2816949534670345
0.2,0.5,3,2285,0.3973741794310722,-0.9025609495581495,-0.9148610805070132,0.8334353821533598,-0.008795180275661065,-1.8560478764050568,1783,0.3757711721817162,-0.9425911501343758,-0.9448267414178352,0.7621598305316355,-0.014435147725508236,-3.2816949534670345
0.2,0.5,5,2285,0.3973741794310722,-0.9025609495581495,-0.9148610805070132,0.8334353821533598,-0.008795180275661065,-1.8560478764050568,1783,0.3757711721817162,-0.9425911501343758,-0.9448267414178352,0.7621598305316355,-0.014435147725508236,-3.2816949534670345
0.2,0.5,10,2285,0.3973741794310722,-0.9025609495581495,-0.9148610805070132,0.8334353821533598,-0.008795180275661065,-1.8560478764050568,1783,0.3757711721817162,-0.9425911501343758,-0.9448267414178352,0.7621598305316355,-0.014435147725508236,-3.2816949534670345
