buy,sell,2024_n_trades,2024_win_rate,2024_total_return,2024_max_drawdown,2024_profit_factor,2024_expectancy,2024_sharpe,2025_n_trades,2025_win_rate,2025_total_return,2025_max_drawdown,2025_profit_factor,2025_expectancy,2025_sharpe,2026_n_trades,2026_win_rate,2026_total_return,2026_max_drawdown,2026_profit_factor,2026_expectancy,2026_sharpe,full_n_trades,full_win_rate,full_total_return,full_max_drawdown,full_profit_factor,full_expectancy,full_sharpe
30.0,70.0,90,0.4222222222222222,-0.1038683424850545,-0.16776191712443966,0.7830941795243458,-0.010057136706079713,-0.48949223044269413,90,0.4777777777777778,-0.24562110913056245,-0.31475728269714165,0.5279881416163973,-0.029038197582797444,-0.9145775186454178,61,0.3442622950819672,-0.17792018640968987,-0.23300588784415,0.5636055898725726,-0.028871472168776877,-1.201451226342707,234,0.4658119658119658,-0.17667707986992176,-0.35274606191445435,0.8331298049986424,-0.006179677236477094,-0.21927817516541737
30.0,60.0,100,0.55,-0.006553328936244052,-0.13332489840749884,0.9882582739430027,0.0015003162353561994,0.07196553791031304,93,0.4946236559139785,-0.13709262845895054,-0.26090586493103907,0.6451367503843873,-0.014858929010065303,-0.4526404488205924,70,0.5142857142857142,0.023694611663462206,-0.1578352574761781,1.0762500272336883,0.005705840261902366,0.26482655502328023,252,0.5198412698412699,0.10562266058435821,-0.2667947501975768,1.0893892615563974,0.006076240905952123,0.27800977205205507
