n,mult,2024_n_trades,2024_win_rate,2024_total_return,2024_max_drawdown,2024_profit_factor,2024_expectancy,2024_sharpe,2025_n_trades,2025_win_rate,2025_total_return,2025_max_drawdown,2025_profit_factor,2025_expectancy,2025_sharpe,2026_n_trades,2026_win_rate,2026_total_return,2026_max_drawdown,2026_profit_factor,2026_expectancy,2026_sharpe,full_n_trades,full_win_rate,full_total_return,full_max_drawdown,full_profit_factor,full_expectancy,full_sharpe
10,3.0,89,0.38202247191011235,-0.14053545557293667,-0.36215083490599576,0.7548785789962391,-0.00620303714966261,-0.25976100429215815,96,0.40625,0.3541924080916634,-0.3450886498246998,1.6772519813489328,0.03729426347319091,1.0323762315644982,69,0.391304347826087,0.256444014704716,-0.28532209324980395,1.441608288585975,0.034740607082961165,0.8823790413452733,234,0.3888888888888889,0.2837097780080591,-0.3905262645852141,1.1737131462166084,0.024320818869417553,0.43312638461128655
10,2.0,149,0.436241610738255,0.14288842856080697,-0.24927118629509326,1.203129399427525,0.012788673995968515,0.5839793755403996,146,0.410958904109589,0.49134423606295896,-0.3502509797887371,1.665956786933352,0.033282306198629034,1.3054128742022657,110,0.37272727272727274,0.16465924737980608,-0.2737825978635384,1.2638148807293754,0.015784063387565023,0.7105255858246262,387,0.4082687338501292,1.126287585659481,-0.3512038249517203,1.4254911359577886,0.024112222878910676,0.9442079412406581
