stop_atr_mult,2024_n_trades,2024_win_rate,2024_total_return,2024_max_drawdown,2024_profit_factor,2024_expectancy,2024_sharpe,2025_n_trades,2025_win_rate,2025_total_return,2025_max_drawdown,2025_profit_factor,2025_expectancy,2025_sharpe,2026_n_trades,2026_win_rate,2026_total_return,2026_max_drawdown,2026_profit_factor,2026_expectancy,2026_sharpe,full_n_trades,full_win_rate,full_total_return,full_max_drawdown,full_profit_factor,full_expectancy,full_sharpe
,342,0.35964912280701755,0.03203098353016243,-0.2716481194448733,1.0283859732708527,0.0032704497710535035,0.26151113188297886,308,0.35714285714285715,0.1523525229424787,-0.38914807642038296,1.1452628496349662,0.005546365336648965,0.5860443336440629,243,0.37448559670781895,-0.1422847592914871,-0.3851901166666294,0.8781163848640328,-0.006567791437612877,-0.21417439639555613,884,0.36199095022624433,0.08497633335606958,-0.4179973352842481,1.023040636833727,0.002371412745147428,0.2714064939902627
3.0,350,0.3628571428571429,0.05145823916238257,-0.2597122218958322,1.0440185994502205,0.0025213101664817634,0.3170423237723881,315,0.35873015873015873,0.11951785634279055,-0.40348992449595433,1.1123287877768504,0.004822689969954455,0.5033616177051037,246,0.3780487804878049,-0.17863595744045146,-0.3882650444810445,0.8499085212518214,-0.007621872149632206,-0.3519025676629048,902,0.3647450110864745,0.034887249343312776,-0.4170274392562039,1.0092405680911416,0.001543407084985392,0.22493578393290076
