symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,ret_pct,hold_days,reason,score
KRC,2024-09-19,2024-09-25,36.30907699384233,34.25271482282307,274,-611.7780622536927,-0.06149334644170597,4,stop,0.2743922355802091
OHI,2024-09-19,2024-09-27,36.3471248085549,35.20875797155252,274,-360.92829304302563,-0.03624101083347891,6,stop,0.285590523569619
ECHO,2024-09-30,2024-09-30,27.897870840072628,24.79754189823738,349,-1127.9915483146767,-0.1158535535636098,0,stop,0.5743965051289046
PATK,2024-09-19,2024-10-11,92.6668359075407,89.38312387569653,107,-400.0555516493427,-0.04034708744164667,16,signal,0.32482200481197077
VST,2024-09-26,2024-10-11,118.94329092345342,116.23259972758513,83,-273.7863665671588,-0.02773280356450487,11,stop,0.38939755045944047
PI,2024-09-19,2024-10-18,199.74955305480955,218.3029462638295,49,857.9048360754447,0.08765106951663239,21,stop,0.3175239268121406
VFC,2024-09-19,2024-10-21,18.616335583022884,17.05954751555641,535,-880.5981097389135,-0.08841577698642086,22,stop,0.4051451788713907
SEZL,2024-10-21,2024-10-21,37.70433460617065,33.51678124531449,272,-1187.4448729318844,-0.11578525907125807,0,stop,1.6377253172819652
CRS,2024-09-19,2024-10-24,150.8862488795196,146.73332153311136,66,-323.2004339810275,-0.03245475521331286,25,stop,0.4644383315564644
CSW,2024-09-19,2024-10-24,359.7239888685252,363.5563473320628,27,54.65225582197442,0.005626974251572349,25,stop,0.3118125612982623
IDCC,2024-10-11,2024-10-24,149.84210051567405,144.84476393094974,64,-366.9794397338155,-0.03826730755980736,9,stop,0.25771498159297224
ROAD,2024-10-22,2024-10-25,84.28419694519042,78.18967249087193,101,-656.5716219187731,-0.07712844594267206,3,stop,0.3359620648221744
TMUS,2024-10-25,2024-10-25,225.73278922237736,217.44468030359454,43,-404.03026148170346,-0.04162466881734833,0,stop,0.3349353725748345
CNX,2024-10-25,2024-10-28,37.497459083557125,35.314648475646976,261,-617.2234688469294,-0.06306669664039066,1,stop,0.4674556293155643
ICUI,2024-10-01,2024-10-29,180.84066366577147,171.65817182922362,47,-472.9957294884111,-0.05564975664922951,20,signal,0.5861769287714849
CORT,2024-09-19,2024-10-31,43.24320076370239,44.2036398326865,230,170.61905252342132,0.01715464984996691,30,stop,0.5015986156510865
IRM,2024-10-28,2024-10-31,120.9860336831013,116.24799238375638,80,-426.49010916096466,-0.04406398162019161,3,stop,0.2915636909493058
AAON,2024-10-29,2024-10-31,120.1099693029667,113.23255917052423,62,-462.5675201248247,-0.06211612988433196,2,stop,0.40280772898026007
SITM,2024-09-19,2024-11-01,165.51535610961912,170.20962487792968,60,231.29737895050155,0.02329062635909501,31,signal,0.3058353342526543
PTON,2024-11-01,2024-11-01,8.478470267295837,7.402774020423747,1162,-1296.0940535211935,-0.1315566750164637,0,stop,1.656249960418791
BAH,2024-10-28,2024-11-07,175.69706974778333,167.90652129791516,43,-371.9309693817438,-0.04922994697577499,8,stop,0.2635240351406576
SEZL,2024-11-08,2024-11-08,58.39166539382934,51.93770499489402,123,-827.7634104635771,-0.11525247275475575,0,stop,1.1516192244619847
SEZL,2024-11-11,2024-11-12,69.1223827972412,58.26960527367304,92,-1027.7556894245815,-0.16161563073591434,1,stop,2.6454880393484914
TGTX,2024-11-04,2024-11-15,24.41438938903808,29.047970100133604,350,1574.9736843304077,0.18431445245945954,9,stop,0.5630448024137438
PLTR,2024-11-18,2024-11-18,64.98491816711424,59.37811234575483,156,-923.1632900320877,-0.09106287373362054,0,stop,1.0236922044020433
APP,2024-10-22,2024-12-09,161.43127427673338,337.50194754074414,62,10839.047092986959,1.0829583114717682,33,stop,0.8953586771370499
RJF,2024-10-25,2024-12-09,144.00948706264762,156.44537299241603,63,736.139173116737,0.08113874313396864,30,stop,0.2679435293516803
CVNA,2024-09-19,2024-12-10,33.483450763702386,48.22173045730591,297,4316.602971943648,0.4340656774930305,57,signal,0.4590178738606894
EAT,2024-10-29,2024-12-10,96.14605305480956,123.22664847564697,101,2679.7485303681383,0.27595686795261576,29,signal,0.4427222680679195
NCLH,2024-11-01,2024-12-10,25.275249999999996,26.713259771347047,390,510.13501379828654,0.05175175307538733,26,signal,0.5907093325261725
DASH,2024-10-14,2024-12-11,149.93978327941892,176.39343731689453,64,1640.8205431030292,0.17098744859599874,41,signal,0.4144817821398801
CMI,2024-12-10,2024-12-13,369.02365543014145,355.7087031003548,30,-453.80349678338666,-0.04099136465514874,3,stop,0.30520018832387685
UNFI,2024-12-11,2024-12-13,30.540510229110716,27.815571358162874,371,-1065.0775867938455,-0.09400069132373559,2,stop,1.0413508181947124
CDE,2024-12-10,2024-12-16,7.20911454464037,6.474859748786032,1576,-1211.1004169825364,-0.10659627154339231,4,stop,0.3289720213241907
NWL,2024-12-10,2024-12-17,10.321314428702665,9.535292876155564,1101,-920.0650409609808,-0.08096479150807978,5,stop,0.6376980689747314
BKNG,2024-11-01,2024-12-18,183.93149177564922,197.89404395498804,53,689.4233820206476,0.07072192050656957,32,stop,0.40832670377351854
SITM,2024-12-10,2024-12-18,251.63138488769528,230.34695859177947,45,-1012.0217469576523,-0.08937427326345498,6,stop,0.9006856509096002
BFH,2024-12-10,2024-12-18,62.939814251767814,59.303390227855225,180,-709.5657663200964,-0.06263177103356204,6,stop,0.3500083414411379
MRVL,2024-12-16,2024-12-18,122.06099879646574,111.25363348297186,92,-1047.9399742657072,-0.09331934038313215,2,stop,0.6467297054670902
CALM,2024-12-17,2024-12-18,100.80979731591272,95.68218942389022,113,-634.9286780525365,-0.05573702168316012,1,stop,0.6000350059922199
TSLA,2024-12-18,2024-12-18,466.96649999999994,428.7612208696838,23,-930.2257639472775,-0.08661134884941496,0,stop,1.1120598230504295
JBL,2024-12-19,2024-12-19,145.0562656071913,138.0000506588108,72,-558.9976132112764,-0.05352306366461846,0,stop,0.2969434928025638
HOOD,2024-11-19,2024-12-20,34.5945613746643,35.07489060974121,266,81.43739096082797,0.00884981895854043,22,stop,0.7650025282228445
ACN,2024-12-20,2024-12-30,358.4608053511258,340.28676459215734,29,-577.7063808309741,-0.05557346685173408,5,stop,0.11139965125490581
DOCS,2024-12-23,2024-12-30,58.43838106918334,53.51433143883267,180,-936.7076540917284,-0.08904989009637253,4,stop,0.3934940200254142
CIEN,2024-12-16,2025-01-02,88.73865152740477,81.94764249738412,127,-916.6510451654926,-0.08133687678196913,11,stop,0.5936057271141706
AAPL,2024-12-23,2025-01-02,253.18741448183368,245.19016313450012,41,-378.97100694635014,-0.03650732525663355,6,stop,0.12496130801860916
DAVE,2024-11-13,2025-01-10,78.32825,79.91175018310535,68,80.77721242003639,0.01516566733774333,38,stop,0.7551705248631273
KD,2025-01-06,2025-01-10,38.5885492362976,36.47127727511737,265,-610.8042047765732,-0.059730712169160406,3,stop,0.6121212581597983
FOXA,2024-12-19,2025-01-13,48.32635066036838,47.0238052929923,218,-335.9207250825662,-0.031885725617663105,14,signal,0.22109681135507975
DRI,2024-12-20,2025-01-13,174.0773850771155,171.55980023430027,60,-202.9006683656267,-0.019426290236355,13,signal,0.08758369869785176
GKOS,2024-12-23,2025-01-15,151.0308848876953,149.40045304870605,69,-164.32420268428672,-0.01576836542804542,14,signal,0.17893421569939538
AAL,2025-01-13,2025-01-23,17.937920076370236,16.799747911457448,581,-711.7344905666497,-0.06829199425947277,7,stop,0.5406537041572845
CRK,2024-12-31,2025-01-27,18.358340152740478,18.70109481915715,565,141.30993462761344,0.013623567103891546,16,stop,0.6999101421163223
EQT,2024-12-31,2025-01-27,45.32804129591195,48.64164210843074,228,701.9382657138077,0.06791991261898159,16,stop,0.2769353914375501
AR,2024-12-31,2025-01-27,35.13509847259521,36.93084774151716,295,476.59739899906793,0.04598206561586272,16,stop,0.2397906084016146
AGX,2025-01-15,2025-01-27,173.9112237448292,156.19484744217053,59,-1093.9568473569432,-0.10661555408195697,7,stop,0.4638264577319111
DXPE,2025-01-13,2025-01-28,92.36226663970946,95.57452727119664,113,309.8933070782207,0.02969198078916423,10,stop,0.707770269302741
ALK,2024-11-01,2025-01-31,48.68863938903808,73.84607817077637,147,3653.111992212296,0.510408635354756,60,time,0.38748918450983183
OPLN,2025-01-28,2025-02-03,20.920899618148802,19.95365952807085,493,-527.2272585561454,-0.05111761479968942,4,stop,0.31628789019066494
PBI,2025-01-28,2025-02-03,8.776484355563184,8.060128149907547,1175,-891.1760908801945,-0.08641817226490629,4,stop,0.3160065583520648
EAT,2025-01-31,2025-02-10,183.863672668457,170.68097290939565,57,-801.9364982613417,-0.07651898370579885,6,stop,0.8673896831197876
PEGA,2025-01-24,2025-02-11,54.00363319609381,50.960347960983974,181,-598.3308290284579,-0.06121245909509727,12,stop,0.5289530350329668
UAL,2025-01-13,2025-02-13,104.58448336029052,99.1735927848263,99,-586.1082908168744,-0.0566076876378669,22,stop,0.8022884075439474
TWLO,2025-01-29,2025-02-14,145.99585610961913,131.72814060974122,70,-1047.3417844173418,-0.10248253539773257,12,stop,1.0630264686665232
BTSG,2025-01-28,2025-02-19,23.703680305480955,20.859119161605836,435,-1285.8461420061335,-0.1247050291114217,15,stop,0.5031685497302787
TKO,2025-02-12,2025-02-20,167.59974731134454,158.04103239622876,54,-560.1321106767748,-0.06189040873143727,5,stop,0.4975399616526264
HOOD,2025-02-14,2025-02-20,63.36830530548095,56.80283586056271,156,-1071.079978462003,-0.10834907553128925,3,stop,0.9451219732033793
DAVE,2025-02-18,2025-02-20,121.14602652740477,105.35817321646527,76,-1242.912649582737,-0.134995049190488,2,stop,0.8678344661911213
HIMS,2025-02-04,2025-02-21,39.369331832885734,53.45648832321167,263,3643.8891802030876,0.35192601181923916,12,stop,1.0446427748555362
SGI,2025-02-04,2025-02-21,65.54131465711588,62.486594406128695,152,-512.9680835940844,-0.05149103342373814,12,stop,0.3732439213533725
LRN,2025-01-13,2025-02-24,109.85974999999999,133.8360312194824,77,1799.2622160153956,0.21269884344752021,28,signal,0.48371154859083854
LZ,2025-01-28,2025-02-24,9.008999999999999,8.74125,1145,-357.3838406249974,-0.034645979020978775,18,signal,0.3005780203430306
BROS,2025-01-03,2025-02-24,56.876819694519035,74.16884068010232,181,3070.5576370710587,0.2982657421030437,33,stop,0.743343736946029
DOCS,2025-02-11,2025-02-24,78.32825,70.93341270722533,124,-963.2309397432987,-0.09917228394024802,8,stop,0.9631641649397693
LOPE,2025-02-21,2025-02-24,188.28810610961912,181.0366446703435,56,-457.78730570863,-0.04341630220374238,1,stop,0.17322396943424123
