lookback,trail_atr_mult,exit_below_sma,2024_n_trades,2024_win_rate,2024_total_return,2024_max_drawdown,2024_profit_factor,2024_expectancy,2024_sharpe,2025_n_trades,2025_win_rate,2025_total_return,2025_max_drawdown,2025_profit_factor,2025_expectancy,2025_sharpe,2026_n_trades,2026_win_rate,2026_total_return,2026_max_drawdown,2026_profit_factor,2026_expectancy,2026_sharpe,full_n_trades,full_win_rate,full_total_return,full_max_drawdown,full_profit_factor,full_expectancy,full_sharpe
126,3.0,50.0,83,0.40963855421686746,0.2504380687195171,-0.13954494252589844,1.72631468935144,0.0351325199969799,1.187960805400006,97,0.3917525773195876,0.1326191454972394,-0.19214976806965078,1.3763014840842893,0.015015522454249667,0.6538793652723129,95,0.3684210526315789,-0.036987501313979765,-0.2394712032498717,0.9142455443256037,-0.0027995435333244873,-0.018740740277607186,262,0.3969465648854962,0.4959298082898982,-0.2575216240485765,1.3501842635011405,0.0195635912870561,0.6898104054986715
126,3.0,,82,0.4024390243902439,0.25071274707386126,-0.13972509991933502,1.7337595423915144,0.03548087921889321,1.1927341468257382,97,0.3711340206185567,0.010460692421113915,-0.19392045304036043,1.0270156455785713,0.002383036371192707,0.15433420861523647,85,0.38823529411764707,0.03035134174203491,-0.18388188638627345,1.0770359513218026,0.0054330359521067755,0.29264835613253903,253,0.3794466403162055,0.362810360404364,-0.2550309382793121,1.2587152098627385,0.016003211828399037,0.5689542955664101
126,5.0,50.0,71,0.36619718309859156,0.01265464670319627,-0.1380658239551924,1.038197322448152,0.0022663736124922595,0.16130288514592853,79,0.3291139240506329,0.1890064148384787,-0.24025758820477028,1.488951589900411,0.02668390420038232,0.7516826909193777,71,0.30985915492957744,-0.03291413868002002,-0.2904700995790809,0.9244407081897281,0.0025211438896707724,0.08652658271193144,202,0.3316831683168317,0.5588965006679898,-0.2852309031706717,1.4233858931827372,0.03776966337892192,0.6598813312567612
126,5.0,,56,0.35714285714285715,-0.012743089028120491,-0.14489293204969156,0.9474399850526081,-0.007019647258217021,0.03691468749913784,60,0.3,0.06058117315922229,-0.23355156776919328,1.1900627361588159,0.014461315284079072,0.36366507108207263,48,0.3541666666666667,0.18078135277276464,-0.35048223034834514,1.5949313768897806,0.044431642346780785,0.741511635730749,140,0.32857142857142857,0.5456005945502622,-0.3086665410812053,1.6263265071395971,0.03973676258361944,0.6644762397301804
252,3.0,50.0,63,0.36507936507936506,0.21240788824458612,-0.1343728388112564,1.7633267314955363,0.04010794006012587,1.1440809411597066,99,0.37373737373737376,0.005786333186541093,-0.16732236820405988,1.0139389808908301,0.001079980464075959,0.13508667342646213,95,0.4105263157894737,0.011188670256045752,-0.2105425838235193,1.0261963543653385,0.0030752668943604296,0.2056802454709966,244,0.39344262295081966,0.2376458868181588,-0.22064450843651862,1.1829617134741746,0.012495601102564593,0.44287908970066464
252,3.0,,64,0.375,0.19023866593195615,-0.1338958327534503,1.648306301720027,0.035642579469909355,1.0433282132710728,92,0.391304347826087,0.09274179103609526,-0.16902919109814685,1.2397021095352478,0.012484049685339593,0.5468633562118158,90,0.3888888888888889,0.030047040578127016,-0.1959285835074548,1.0730457352989753,0.0040596775813081295,0.29123570186764186,235,0.37446808510638296,0.3043651989900238,-0.23056295132595395,1.2248107966752984,0.015554469211589466,0.5183713573072586
252,5.0,50.0,53,0.32075471698113206,0.002719748654659737,-0.09970125028644083,1.0106512854684089,0.0032282311043830554,0.09609676378237507,77,0.3246753246753247,0.1615034489189524,-0.21096740630710553,1.4294121588999924,0.020823357270517567,0.6871468424289888,73,0.3150684931506849,-0.09109034374199754,-0.28231300958210426,0.7921972041375882,-0.002722074562989618,-0.16770786822098907,181,0.30939226519337015,0.5355920809504235,-0.2598550576286729,1.4909719182533956,0.030218327326147695,0.662883146115502
252,5.0,,44,0.3181818181818182,-0.00531220538721322,-0.1299758692399594,0.9711443579227508,-0.0016152934574189639,0.03170696620108604,60,0.3,0.0688158935350105,-0.2074730225421041,1.2180845755241592,0.01515103675039556,0.4055698261695865,52,0.3269230769230769,0.022388054127604695,-0.3230187581311251,1.0734501388282331,0.007211192475836824,0.2830417619117167,142,0.28169014084507044,0.33724237431026705,-0.33694759200032187,1.3769386497659162,0.03100026694089589,0.5102056227465078
